DATA_ID,STUDY_ID,AI_NAME,AI_50,AI_50_TYPE,AI_ERROR_LOWER,AI_ERROR_HIGHER,AI_ERROR_TYPE,AI_N_CONTAINER,AI_N_INDIVIDUALS_PER_CONTAINER,AI_N_STRUCTURE,FORM_NAME,FORM_50,FORM_50_TYPE,FORM_ERROR_LOWER,FORM_ERROR_HIGHER,FORM_ERROR_TYPE,FORM_N_CONTAINER,FORM_N_INDIVIDUALS_PER_CONTAINER,FORM_N_STRUCTURE,CI_METHOD,COMMON_CONTROL,MULTIPLE_MEASUREMENT,SPECIES_NAME_BINOMIAL,SPECIES_NAME_COMMON,STRAIN_CLONE_SOURCE,SPECIES_CLASS,SPECIES_PHYLUM,SPECIES_KINGDOM,ECOSYSTEM,LIFE_STAGE,EXPOSURE_DURATION_HOURS,PESTICIDE_CLASS,NANO_FORMULATION,SEX,EXPOSURE_ROUTE,ACUTE_CHRONIC_TOXICITY,TEMPERATURE_°C,PH,FEEDING_STATE,AGE_TEST_ORGANISM_HOURS,REGULATORY_STANDARDISED_GUIDELINES_FOLLOWED,WATER_HARDNESS_mg_L_Ca_CO3,SE_SIMULATION_REQUIRED,FORMULATION_TYPE,FORMULATION_EXPRESSED_IN_AI_CONC,FORMULATION_VALUE_ADJUSTED,YEAR_PUBLISHED,NOTES
272,wos290,diuron,78.2,LC50,9,9,SE,3,10,"3 replicates, 10 individuals per replicate",Diuron Nortox 500 SC,73.5,LC50,6.2,6.2,SE,3,10,"3 replicates, 10 individuals per replicate",three parameter logistic,wos290_a,wos290_1,Paramecium caudatum,n/a,Monjolinho Reservoir,Ciliatea ,Ciliophora,Protozoa,Aquatic,n/a,4,herbicide,NO,n/a,environmental,acute,25,7.75,starved,n/a,NO,n/a,NO,Aqueous suspension concentrates,YES,n/a,2020,values quoted standard deviation for LC50 values. Assume this was referring to SE. Value very close to work in another paper (wos26) performed by the same author.
273,wos290,carbofuran,174.4,LC50,11.6,11.6,SE,3,10,"3 replicates, 10 individuals per replicate",Furadan 350 SC,98,LC50,1.8,1.8,SE,3,10,"3 replicates, 10 individuals per replicate",three parameter logistic,wos290_b,wos290_2,Paramecium caudatum,n/a,Monjolinho Reservoir,Ciliatea ,Ciliophora,Protozoa,Aquatic,n/a,4,insecticide,NO,n/a,environmental,acute,25,7.75,starved,n/a,NO,n/a,NO,Aqueous suspension concentrates,YES,n/a,2020,values quoted standard deviation for LC50 values. Assume this was referring to SE. Value very close to work in another paper (wos26) performed by the same author.
274,wos290,diuron,8.2,EC50,0.81,0.81,SE,3,5,"3 replicates, 5 individuals per replicate",Diuron Nortox 500 SC,1.1,EC50,0.06,0.06,SE,3,5,"3 replicates, 5 individuals per replicate",three parameter logistic,wos290_c,wos290_3,Ceriodaphnia silvestrii,n/a,Lobo-Broa Reservoir,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,herbicide,NO,n/a,environmental,acute,25,7.3,n/a,24,YES,44,NO,Aqueous suspension concentrates,YES,n/a,2020,n/a
275,wos290,carbofuran,0.0098,EC50,0.00006,0.00006,SE,3,5,"3 replicates, 5 individuals per replicate",Furadan 350 SC,0.001,EC50,0.00008,0.00008,SE,3,5,"3 replicates, 5 individuals per replicate",three parameter logistic,wos290_d,wos290_4,Ceriodaphnia silvestrii,n/a,Lobo-Broa Reservoir,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,herbicide,NO,n/a,environmental,acute,25,7.3,n/a,24,YES,44,NO,Aqueous suspension concentrates,YES,n/a,2020,n/a
276,wos194,"2,4-Dichlorophenoxyacetic acid",>100,LD50,n/a,n/a,n/a,11,1,11 individuals housed separately,"2,4-Dichlorophenoxyacetic acid formulation",>100,LD50,n/a,n/a,n/a,10,1,10 individuals housed separately,n/a,wos194_a,wos194_1,Mus musculus,mouse,ICR/Jcl,Mammalia,Chordata,Animalia,Terrestrial,adult,216,herbicide,NO,female,oral-food,chronic,n/a,n/a,fed,1344,NO,n/a,YES,liquid formulation,YES,n/a,2007,neither the ai or the formulation had an effect.
277,wos163,cypermethrin,479.7,LC50,157.5,269.7,CI_95,4,5,"4 containers, 5 individuals",Sherpa,175.2,LC50,65.9,39.3,CI_95,4,5,"4 containers, 5 individuals",probit,wos163_a,wos163_1,Hypsiboas pulchellus,Montevideo tree frog,"la plata province, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,insecticide,NO,n/a,environmental,acute,25,8,n/a,25 (gosner stage),NO,215,NO,Emulsifiable concentrate,YES,n/a,2010,n/a
278,wos292,atrazine,>200,LD50,n/a,n/a,n/a,4,10,"4 replicates, 10 individuals",nano atrazine,118,LD50,50,50,CI_95,4,10,"4 replicates, 10 individuals",Thres2P,wos292_a,wos292_1,Enchytraeus crypticus,n/a,n/a,Clitellata,Annelida,Animalia,Terrestrial,adult,672,herbicide,YES,n/a,environmental,chronic,20,n/a,fed,432,YES,n/a,YES,nanoparticles,YES,n/a,2019,"could not extract atrazine vs gesaprim because they were tested over different concentration ranges. Also, can't extract atrazine vs nano-ATZ for FLCt test because one has no effect (>200) and the other has an endpoint of 252, even though it was only tested from 0-200. Must have extrapolated but makes comparison not possible. "
279,scopus2715,gamma-cyhalothrin,0.653992395,LC50,0.054752851,0.054752852,SE,2,10,"2 replicates, 10 individuals each",nano gamma-cyhalothrin small fractionation ,0.17794677,LC50,0.033460078,0.033460078,SE,2,10,"2 replicates, 10 individuals each",two parameter logistic,scopus2715_a,scopus2715_1,Ceriodaphnia dubia,n/a,Oregon state university,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,YES,n/a,environmental,acute,20,n/a,n/a,24,YES,n/a,NO,nanoparticles,YES,n/a,2019,n/a
280,scopus2715,gamma-cyhalothrin,0.653992395,LC50,0.054752851,0.054752852,SE,2,10,"2 replicates, 10 individuals each",nano gamma-cyhalothrin large fractionation ,0.574904943,LC50,0.126235741,0.126235741,SE,2,10,"2 replicates, 10 individuals each",two parameter logistic,scopus2715_a,scopus2715_2,Ceriodaphnia dubia,n/a,Oregon state university,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,YES,n/a,environmental,acute,20,n/a,n/a,24,YES,n/a,NO,nanoparticles,YES,n/a,2019,n/a
281,scopus3665,carbaryl,2.5,LC50,0.6,0.7,CI_95,3,10,"3 replicates, 10 individuals per replicate",carbaryl 85% WP,5.7,LC50,0.2,0.2,CI_95,3,10,"3 replicates, 10 individuals per replicate",probit,scopus3665_a,scopus3665_1,Cirrhinus mrigala,n/a,"Guntur channel, south india",Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,28,n/a,starved,n/a,YES,n/a,NO,wettable powder,YES,n/a,1984,n/a
282,scopus3665,carbaryl,2.5,LC50,0.6,0.7,CI_95,3,10,"3 replicates, 10 individuals per replicate",carbaryl 50% WP,5.9,LC50,0.2,0.4,CI_95,3,10,"3 replicates, 10 individuals per replicate",probit,scopus3665_a,scopus3665_2,Cirrhinus mrigala,n/a,"Guntur channel, south india",Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,28,n/a,starved,n/a,YES,n/a,NO,wettable powder,YES,n/a,1984,n/a
283,scopus1816,glyphosate-IPA,>41.48,LC50,n/a,n/a,n/a,3,10,"3 replicates, 10 individuals per replicate",Roundup,1.8,LC50,0.07,0.08,CI_95,4,10,"4 replicates, 10 individuals",probit/spearman karber,scopus1816_a,scopus1816_1,R. pipiens,n/a,Wards Natural Science,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,herbicide,NO,n/a,environmental,acute,20,7.2,n/a,25 (gosner stage),YES,n/a,YES,soluble concentrate,YES,n/a,2012,n/a
284,scopus1816,glyphosate-IPA,>41.48,LC50,n/a,n/a,n/a,3,10,"3 replicates, 10 individuals per replicate",Roundup,2.5,LC50,0.12,0.13,CI_95,4,10,"4 replicates, 10 individuals",probit/spearman karber,scopus1816_b,scopus1816_2,H. chrysoscelis,n/a,Pickens and Greenwood Countie,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,herbicide,NO,n/a,environmental,acute,20,7.2,n/a,25 (gosner stage),YES,n/a,YES,soluble concentrate,YES,n/a,2012,n/a
285,scopus1816,glyphosate-IPA,>41.48,LC50,n/a,n/a,n/a,3,10,"3 replicates, 10 individuals per replicate",Roundup,2.77,LC50,0.11,0.12,CI_95,4,10,"4 replicates, 10 individuals",probit/spearman karber,scopus1816_c,scopus1816_3,R. catesbeiana,n/a,Pickens and Greenwood Countie,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,herbicide,NO,n/a,environmental,acute,20,7.2,n/a,25 (gosner stage),YES,n/a,YES,soluble concentrate,YES,n/a,2012,n/a
286,scopus1816,glyphosate-IPA,>41.48,LC50,n/a,n/a,n/a,3,10,"3 replicates, 10 individuals per replicate",Roundup,4.21,LC50,0.13,0.12,CI_95,4,10,"4 replicates, 10 individuals",probit/spearman karber,scopus1816_d,scopus1816_4,B. fowleri,n/a,Pickens and Greenwood Countie,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,herbicide,NO,n/a,environmental,acute,20,7.2,n/a,25 (gosner stage),YES,n/a,YES,soluble concentrate,YES,n/a,2012,n/a
287,scopus1816,glyphosate-IPA,>41.48,LC50,n/a,n/a,n/a,3,10,"3 replicates, 10 individuals per replicate",Roundup,4.22,LC50,0.2,0.2,CI_95,4,10,"4 replicates, 10 individuals",probit/spearman karber,scopus1816_e,scopus1816_5,R. clamitans,n/a,Pickens and Greenwood Countie,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,96,herbicide,NO,n/a,environmental,acute,20,7.2,n/a,25 (gosner stage),YES,n/a,YES,soluble concentrate,YES,n/a,2012,n/a
288,scopus3756,endosulfan,4.8,LC50,0.4,0.4,CI_95,2,10,"2 replicates, 10 individuals each",35% EC,2.5,LC50,0.6,0.7,CI_95,2,10,"2 replicates, 10 individuals each",probit,scopus3756_a,scopus3756_1,Channa punctata,n/a,Nagarjuna University,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,30,n/a,n/a,n/a,YES,n/a,NO,Emulsifiable concentrate,YES,n/a,1981,n/a
289,scopus3756,endosulfan,4.8,LC50,0.4,0.4,CI_95,2,10,"2 replicates, 10 individuals each",4% dust,16,LC50,1,1,CI_95,2,10,"2 replicates, 10 individuals each",probit,scopus3756_a,scopus3756_2,Channa punctata,n/a,Nagarjuna University,Teleostei ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,30,n/a,n/a,n/a,YES,n/a,NO,dustable powder,YES,n/a,1981,n/a
290,wos172,carbofuran,0.024,LC50,0.003,0.004,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",Furadan 350 SC,0.041,LC50,0.01,0.009,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",three parameter logistic,wos172_a,wos172_1,Strandesia trispinosa,n/a,University of Sao Paulo,Ostracoda,Arthropoda,Animalia,Aquatic,adult,48,insecticide,NO,n/a,environmental,acute,25,7.5,starved,n/a,YES,189.5,NO,Aqueous suspension concentrates,YES,n/a,2018,n/a
291,wos172,diuron,27.902,LC50,11.838,11.839,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",Nortox® 500 SC,10.479,LC50,1.305,1.306,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",three parameter logistic,wos172_b,wos172_2,Strandesia trispinosa,n/a,University of Sao Paulo,Ostracoda,Arthropoda,Animalia,Aquatic,adult,48,herbicide,NO,n/a,environmental,acute,25,7.5,starved,n/a,YES,189.5,NO,Aqueous suspension concentrates,YES,n/a,2018,n/a
292,wos172,carbofuran,1.382,LC50,0.101,0.1,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",Furadan 350 SC,1.248,LC50,0.039,0.039,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",three parameter logistic,wos172_c,wos172_3,Allonais inaequalis,n/a,UFSCar,Clitellata,Annelida,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,25,7.5,starved,n/a,YES,189.5,NO,Aqueous suspension concentrates,YES,n/a,2018,n/a
293,wos172,diuron,20.277,LC50,0.772,0.763,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",Nortox® 500 SC,15.524,LC50,0.586,0.585,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",three parameter logistic,wos172_d,wos172_4,Allonais inaequalis,n/a,UFSCar,Clitellata,Annelida,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,25,7.5,starved,n/a,YES,189.5,NO,Aqueous suspension concentrates,YES,n/a,2018,n/a
294,wos172,carbofuran,0.314,LC50,0.035,0.035,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",Furadan 350 SC,0.253,LC50,0.021,0.021,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",three parameter logistic,wos172_e,wos172_5,Dero furcatus,n/a,UFSCar,Oligochaeta,Annelida,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,25,7.5,starved,n/a,YES,189.5,NO,Aqueous suspension concentrates,YES,n/a,2018,n/a
295,wos172,diuron,12.18,LC50,0.605,0.604,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",Nortox® 500 SC,4.611,LC50,0.19,0.189,CI_95,20,5,"4 replicates, 5 individuals, repeated 5 times",three parameter logistic,wos172_f,wos172_6,Dero furcatus,n/a,UFSCar,Oligochaeta,Annelida,Animalia,Aquatic,adult,96,herbicide,NO,n/a,environmental,acute,25,7.5,starved,n/a,YES,189.5,NO,Aqueous suspension concentrates,YES,n/a,2018,n/a
296,wos278,"2,4-Dichlorophenoxyacetic acid",10.43010753,LC50,0.860215054,0.860215054,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,3.913978495,LC50,0.129032258,0.193548387,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_a,wos278_1,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,24,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,S.3 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,"24,48,72 and 96 error bars for S.3 repeat measurement section commercial formulation will be inaccurate due to a poor quality graph and overlapping points"
297,wos278,"2,4-Dichlorophenoxyacetic acid",10.23655914,LC50,0.967741935,0.731182796,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,3.892473118,LC50,0.107526882,0.215053763,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_b,wos278_1,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,48,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,S.3 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,"24,48,72 and 96 error bars for S.3 repeat measurement section commercial formulation will be inaccurate due to a poor quality graph and overlapping points"
298,wos278,"2,4-Dichlorophenoxyacetic acid",9.52688172,LC50,1.096774194,0.623655914,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,3.591397849,LC50,0.301075269,0.258064516,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_c,wos278_1,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,72,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,S.3 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,"24,48,72 and 96 error bars for S.3 repeat measurement section commercial formulation will be inaccurate due to a poor quality graph and overlapping points"
299,wos278,"2,4-Dichlorophenoxyacetic acid",9.096774194,LC50,0.817204301,0.666666667,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,3.505376344,LC50,0.258064516,0.215053763,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_d,wos278_1,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,96,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,S.3 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,"24,48,72 and 96 error bars for S.3 repeat measurement section commercial formulation will be inaccurate due to a poor quality graph and overlapping points"
300,wos278,"2,4-Dichlorophenoxyacetic acid",8.365591398,LC50,0.559139785,0.666666667,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,3.032258065,LC50,0.258064516,0.258064516,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_e,wos278_1,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,120,herbicide,NO,n/a,environmental,chronic,20,n/a,n/a,S.3 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,n/a
301,wos278,"2,4-Dichlorophenoxyacetic acid",8.107526882,LC50,0.602150538,0.602150538,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,2.924731183,LC50,0.258064516,0.215053763,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_f,wos278_1,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,144,herbicide,NO,n/a,environmental,chronic,20,n/a,n/a,S.3 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,n/a
302,wos278,"2,4-Dichlorophenoxyacetic acid",7.806451613,LC50,0.795698925,0.580645161,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,2.924731183,LC50,0.258064516,0.172043011,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_g,wos278_1,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,168,herbicide,NO,n/a,environmental,chronic,20,n/a,n/a,S.3 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,n/a
303,wos278,"2,4-Dichlorophenoxyacetic acid",14.35877863,LC50,1.030534351,1.167938931,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,5.221374046,LC50,0.687022901,0.480916031,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_h,wos278_2,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,24,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,S.10 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,n/a
304,wos278,"2,4-Dichlorophenoxyacetic acid",14.63358779,LC50,0.480916031,0.34351145,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,5.290076336,LC50,0.824427481,1.030534351,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_i,wos278_3,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,24,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,S.17 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,n/a
305,wos278,"2,4-Dichlorophenoxyacetic acid",13.1221374,LC50,0.27480916,0.34351145,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,2.129770992,LC50,0.13740458,0.20610687,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_j,wos278_4,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,24,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,S.18 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,n/a
306,wos278,"2,4-Dichlorophenoxyacetic acid",14.35877863,LC50,1.030534351,1.099236641,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,3.091603053,LC50,0.20610687,0.34351145,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_k,wos278_5,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,24,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,S.20 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,n/a
307,wos278,"2,4-Dichlorophenoxyacetic acid",13.94656489,LC50,0.20610687,0.549618321,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,1.511450382,LC50,0.27480916,0.20610687,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_l,wos278_6,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,24,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,S.21 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,n/a
308,wos278,"2,4-Dichlorophenoxyacetic acid",13.46564885,LC50,0.34351145,0.20610687,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,2.335877863,LC50,0.13740458,0.13740458,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_m,wos278_7,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,24,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,S.23 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,n/a
309,wos278,"2,4-Dichlorophenoxyacetic acid",15.92407809,LC50,0.20824295,0.242950108,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,3.880694143,LC50,0.4164859,0.381778742,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_n,wos278_8,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,24,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,S.25 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,n/a
310,wos278,"2,4-Dichlorophenoxyacetic acid",13.80694143,LC50,0.347071584,0.312364425,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,3.429501085,LC50,0.451193059,0.451193059,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_o,wos278_8,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,48,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,S.25 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,n/a
311,wos278,"2,4-Dichlorophenoxyacetic acid",13.49457701,LC50,0.312364425,0.277657267,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,3.013015184,LC50,0.347071584,0.4164859,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_p,wos278_8,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,72,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,S.25 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,n/a
312,wos278,"2,4-Dichlorophenoxyacetic acid",13.45986985,LC50,0.520607375,0.4164859,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,2.978308026,LC50,0.312364425,0.485900217,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_q,wos278_8,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,96,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,S.25 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,n/a
313,wos278,"2,4-Dichlorophenoxyacetic acid",13.35574837,LC50,0.555314534,0.381778742,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,2.978308026,LC50,0.312364425,0.485900217,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_r,wos278_8,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,120,herbicide,NO,n/a,environmental,chronic,20,n/a,n/a,S.25 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,n/a
314,wos278,"2,4-Dichlorophenoxyacetic acid",13.35574837,LC50,0.555314534,0.381778742,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,3.013015184,LC50,0.347071584,0.451193059,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_s,wos278_8,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,144,herbicide,NO,n/a,environmental,chronic,20,n/a,n/a,S.25 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,n/a
315,wos278,"2,4-Dichlorophenoxyacetic acid",13.35574837,LC50,0.555314534,0.381778742,CI_95,4,10,"4 replicates, 10 individuals",Esteron Ultra,2.631236443,LC50,0.381778742,0.277657267,CI_95,4,10,"4 replicates, 10 individuals",probit,wos278_t,wos278_8,Rhinella arenarum,south american toad,"Lobos, Buenos Aires",Amphibia,Chordata,Animalia,Aquatic/Terrestrial,embryo,168,herbicide,NO,n/a,environmental,chronic,20,n/a,n/a,S.25 (embryonic stage),YES,n/a,NO,liquid formulation,YES,n/a,2009,n/a
316,wos226,fipronil,398.29,LC50,22.02,40.5,CI_95,5,10,"5 replicates, 10 individuals",Termidor,379.47,LC50,24.34,26.01,CI_95,5,10,"5 replicates, 10 individuals",probit,wos226_a,wos226_1,Pimephales promelas,fathead minnow,Aquatox Inc.,Teleostei ,Chordata,Animalia,Aquatic,larvae,24,insecticide,NO,n/a,environmental,acute,25,n/a,n/a,168,YES,60.5,NO,Aqueous suspension concentrates,YES,n/a,2010,"No sample size. Requested. Used USEPA, “Methods for Measuring the Acute Toxicity of Effluents and Receiving Waters to Freshwater and Marine Organisms”. In here it says 2*10. However, they didn’t explicitly state that they used this document for the the LD50 work. Assume they did but ask for clarification.  They replied. 5*10."
